地區,村莊,名稱,貢獻,用途,用途等級,格數,CP值
梅迪亞直轄領,塔利波村莊,卡蘇拉農場2號,2,工具工坊,1,,0
梅迪亞直轄領,爾提諾巴,克沙村莊2號,2,農作物加工廠,1,,0
梅迪亞直轄領,爾提諾巴,克沙村莊2號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,阿凡村莊1-1號,1,倉庫,1,3,3
梅迪亞直轄領,爾提諾巴,阿凡村莊1-1號,1,精鍊廠,1,,0
梅迪亞直轄領,爾提諾巴,阿凡村莊1-1號,1,居住地,1,,0
梅迪亞直轄領,爾提諾巴,阿凡村莊1-2號,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,卡蘇拉農場2號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,阿凡村莊1-2號,1,宿舍,1,1,1
梅迪亞直轄領,爾提諾巴,阿凡村莊1-2號,1,木材加工廠,1,,0
梅迪亞直轄領,爾提諾巴,阿凡村莊1-2號,1,居住地,1,,0
梅迪亞直轄領,塔利波村莊,卡蘇拉農場3號,1,蘑菇加工廠,1,,0
梅迪亞直轄領,塔利波村莊,卡蘇拉農場3號,1,居住地,1,,0
梅迪亞直轄領,塔利波村莊,卡蘇拉農場4號,1,木工藝工坊,1,,0
梅迪亞直轄領,爾提諾巴,阿凡村莊1-3號,2,倉庫,2,5,2.5
梅迪亞直轄領,爾提諾巴,阿凡村莊1-3號,2,宿舍,2,2,1
梅迪亞直轄領,爾提諾巴,阿凡村莊1-3號,2,工具工坊,1,,0
梅迪亞直轄領,爾提諾巴,阿凡村莊1-3號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,阿凡村莊2-1號,1,倉庫,1,3,3
梅迪亞直轄領,爾提諾巴,阿凡村莊2-1號,1,魚加工廠,1,,0
梅迪亞直轄領,爾提諾巴,阿凡村莊2-1號,1,居住地,1,,0
梅迪亞直轄領,爾提諾巴,阿凡村莊2-2號,1,倉庫,1,3,3
梅迪亞直轄領,爾提諾巴,阿凡村莊2-2號,1,礦物加工廠,1,,0
梅迪亞直轄領,爾提諾巴,阿凡村莊2-2號,1,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴10-1號,2,倉庫,1,3,1.5
梅迪亞直轄領,爾提諾巴,爾提諾巴10-1號,2,宿舍,1,1,0.5
梅迪亞直轄領,爾提諾巴,爾提諾巴10-1號,2,礦物加工廠,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴10-1號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴10-2號,3,倉庫,2,5,1.67
梅迪亞直轄領,爾提諾巴,爾提諾巴10-2號,3,宿舍,2,2,0.67
梅迪亞直轄領,爾提諾巴,爾提諾巴10-2號,3,精鍊廠,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴10-2號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴10-3號,2,倉庫,3,8,4
梅迪亞直轄領,爾提諾巴,爾提諾巴10-3號,2,木工藝工坊,2,,0
梅迪亞直轄領,塔利波村莊,卡蘇拉農場4號,1,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴10-3號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴10-4號,3,倉庫,4,12,4
梅迪亞直轄領,爾提諾巴,爾提諾巴10-4號,3,武器鍛造工坊,4,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴10-4號,3,家具工坊,4,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴10-4號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴1-1號1樓,2,倉庫,1,3,1.5
梅迪亞直轄領,爾提諾巴,爾提諾巴1-1號1樓,2,工具工坊,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴1-1號1樓,2,礦物加工廠,1,,0
梅迪亞直轄領,塔利波村莊,阿特農場1號,1,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴1-1號1樓,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴1-1號2樓,2,倉庫,2,5,2.5
梅迪亞直轄領,塔利波村莊,阿特農場2號,2,精鍊廠,1,,0
梅迪亞直轄領,塔利波村莊,阿特農場2號,2,居住地,1,,0
梅迪亞直轄領,塔利波村莊,修利農場1號,1,農作物加工廠,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴1-1號2樓,2,家具工坊,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴1-1號2樓,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴1-2號,2,倉庫,3,8,4
梅迪亞直轄領,爾提諾巴,爾提諾巴1-2號,2,盔甲鍛造工坊,2,,0
梅迪亞直轄領,塔利波村莊,修利農場1號,1,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴1-2號,2,馬具製作工坊,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴1-2號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴2-1號1樓,1,倉庫,1,3,3
梅迪亞直轄領,爾提諾巴,爾提諾巴2-1號1樓,1,蘑菇加工廠,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴2-1號1樓,1,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴2-1號2樓,2,倉庫,3,8,4
梅迪亞直轄領,爾提諾巴,爾提諾巴2-1號2樓,2,精鍊廠,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴2-1號2樓,2,馬車零件工坊,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴2-1號2樓,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴2-2號,3,倉庫,3,8,2.67
梅迪亞直轄領,爾提諾巴,爾提諾巴2-2號,3,加工坊,1,,0
梅迪亞直轄領,塔利波村莊,修利農場2號,2,工具工坊,1,,0
梅迪亞直轄領,塔利波村莊,修利農場2號,2,居住地,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊1-1號,1,農作物加工廠,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊1-1號,1,居住地,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊1-2號,1,木材加工廠,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊1-2號,1,礦物加工廠,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊1-2號,1,居住地,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊1-3號,2,工具工坊,2,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊1-3號,2,馬具製作工坊,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊1-3號,2,家具工坊,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊1-3號,2,居住地,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊1-4號,3,精鍊廠,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴2-2號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴2-3號,4,倉庫,4,12,3
梅迪亞直轄領,爾提諾巴,爾提諾巴2-3號,4,工具工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴2-3號,4,服裝製作廠,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴2-3號,4,馬具製作工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴2-3號,4,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴2-3號,4,殘月服裝製作廠,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴3-1號,2,倉庫,1,3,1.5
梅迪亞直轄領,爾提諾巴,爾提諾巴3-1號,2,工具工坊,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴3-1號,2,木材加工廠,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴3-1號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴3-2號,2,倉庫,2,5,2.5
梅迪亞直轄領,爾提諾巴,爾提諾巴3-2號,2,手工藝工坊,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴3-2號,2,精鍊廠,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴3-2號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴3-3號,3,倉庫,3,8,2.67
梅迪亞直轄領,爾提諾巴,爾提諾巴3-3號,3,武器鍛造工坊,2,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊1-4號,3,造船廠,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊1-4號,3,居住地,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-1號1號室,1,魚加工廠,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-1號1號室,1,居住地,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-1號2號室,1,工具工坊,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-1號2號室,1,蘑菇加工廠,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-1號2號室,1,居住地,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-2號1樓,1,木工藝工坊,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-2號1樓,1,加工坊,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-2號1樓,1,殘月工坊,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-2號1樓,1,居住地,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-2號2樓,2,家具工坊,2,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-2號2樓,2,居住地,1,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-3號,3,精鍊廠,2,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-3號,3,塔利波工坊,3,,0
梅迪亞直轄領,塔利波村莊,塔利波村莊2-3號,3,居住地,1,,0
梅迪亞直轄領,塔利波村莊,水噹噹村莊2-3號,1,倉庫,2,5,5
梅迪亞直轄領,塔利波村莊,水噹噹村莊1-1號,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,水噹噹村莊1-2號,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,水噹噹村莊2-1號,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,水噹噹村莊2-2號,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,卡蘇拉農場1號,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,卡蘇拉農場3號,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,卡蘇拉農場4號,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,阿特農場1號,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,修利農場1號,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,塔利波村莊1-1號,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,塔利波村莊1-2號,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,塔利波村莊2-1號1號室,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,塔利波村莊2-1號2號室,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,塔利波村莊2-2號1樓,1,倉庫,1,3,3
梅迪亞直轄領,塔利波村莊,塔利波村莊1-4號,3,倉庫,3,8,2.67
梅迪亞直轄領,塔利波村莊,塔利波村莊2-3號,3,倉庫,3,8,2.67
梅迪亞直轄領,塔利波村莊,卡蘇拉農場2號,2,倉庫,2,5,2.5
梅迪亞直轄領,塔利波村莊,修利農場2號,2,倉庫,2,5,2.5
梅迪亞直轄領,塔利波村莊,塔利波村莊1-3號,2,倉庫,2,5,2.5
梅迪亞直轄領,塔利波村莊,塔利波村莊2-2號2樓,2,倉庫,2,5,2.5
梅迪亞直轄領,塔利波村莊,阿特農場2號,2,倉庫,1,3,1.5
梅迪亞直轄領,塔利波村莊,阿特農場1號,1,宿舍,1,1,1
梅迪亞直轄領,塔利波村莊,修利農場1號,1,宿舍,1,1,1
梅迪亞直轄領,塔利波村莊,修利農場2號,2,宿舍,2,2,1
梅迪亞直轄領,塔利波村莊,塔利波村莊2-2號2樓,2,宿舍,2,2,1
梅迪亞直轄領,塔利波村莊,阿特農場2號,2,宿舍,1,1,0.5
梅迪亞直轄領,爾提諾巴,爾提諾巴3-3號,3,木工藝工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴3-3號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴3-4號,3,倉庫,3,8,2.67
梅迪亞直轄領,爾提諾巴,爾提諾巴3-4號,3,盔甲鍛造工坊,4,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴3-4號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴3-5號,4,倉庫,5,16,4
梅迪亞直轄領,爾提諾巴,爾提諾巴3-5號,4,船舶零件工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴3-5號,4,家具工坊,4,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴3-5號,4,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴4-1號,1,倉庫,1,3,3
梅迪亞直轄領,爾提諾巴,爾提諾巴4-1號,1,木材加工廠,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴4-1號,1,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴4-2號,3,倉庫,2,5,1.67
梅迪亞直轄領,爾提諾巴,爾提諾巴4-2號,3,馬具製作工坊,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴4-2號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴4-3號,2,倉庫,2,5,2.5
梅迪亞直轄領,爾提諾巴,爾提諾巴4-3號,2,精鍊廠,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴4-3號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴4-4號,2,倉庫,3,8,4
梅迪亞直轄領,爾提諾巴,爾提諾巴4-4號,2,家具工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴4-4號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴4-5號,3,倉庫,5,16,5.33
梅迪亞直轄領,爾提諾巴,爾提諾巴4-5號,3,加工坊,5,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴4-5號,3,船舶零件工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴4-5號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-1號,2,倉庫,2,5,2.5
梅迪亞直轄領,爾提諾巴,爾提諾巴5-1號,2,木工藝工坊,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-1號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-2號,3,倉庫,2,5,1.67
梅迪亞直轄領,爾提諾巴,爾提諾巴5-2號,3,加工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-2號,3,攻城武器製作廠,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-2號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-3號,3,倉庫,4,12,4
梅迪亞直轄領,爾提諾巴,爾提諾巴5-3號,3,木工藝工坊,4,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-3號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-4號,1,倉庫,1,3,3
梅迪亞直轄領,爾提諾巴,爾提諾巴5-4號,1,農作物加工廠,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-4號,1,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-4號,1,殘月家具工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-5號,3,倉庫,2,5,1.67
梅迪亞直轄領,爾提諾巴,爾提諾巴5-5號,3,工具工坊,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-5號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-6號,2,倉庫,2,5,2.5
梅迪亞直轄領,爾提諾巴,爾提諾巴5-6號,2,武器鍛造工坊,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-6號,2,手工藝工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-6號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-7號,2,倉庫,3,8,4
梅迪亞直轄領,爾提諾巴,爾提諾巴5-7號,2,精鍊廠,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-7號,2,攻城武器製作廠,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-7號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-8號,3,倉庫,5,16,5.33
梅迪亞直轄領,爾提諾巴,爾提諾巴5-8號,3,盔甲鍛造工坊,5,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-8號,3,精鍊廠,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-8號,3,馬車製作廠,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-8號,3,摩諾斯加工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴5-8號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-1號,1,倉庫,1,3,3
梅迪亞直轄領,爾提諾巴,爾提諾巴6-1號,1,宿舍,1,1,1
梅迪亞直轄領,爾提諾巴,爾提諾巴6-1號,1,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-2號,2,倉庫,2,5,2.5
梅迪亞直轄領,爾提諾巴,爾提諾巴6-2號,2,宿舍,2,2,1
梅迪亞直轄領,爾提諾巴,爾提諾巴6-2號,2,盔甲鍛造工坊,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-2號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-3號1樓,1,倉庫,1,3,3
梅迪亞直轄領,爾提諾巴,爾提諾巴6-3號1樓,1,宿舍,2,2,2
梅迪亞直轄領,爾提諾巴,爾提諾巴6-3號1樓,1,工具工坊,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-3號1樓,1,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-3號2樓,3,倉庫,4,12,4
梅迪亞直轄領,爾提諾巴,爾提諾巴6-3號2樓,3,手工藝工坊,4,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-3號2樓,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-4號,3,倉庫,3,8,2.67
梅迪亞直轄領,爾提諾巴,爾提諾巴6-4號,3,宿舍,3,4,1.33
梅迪亞直轄領,爾提諾巴,爾提諾巴6-4號,3,手工藝工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-4號,3,精鍊廠,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-4號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-5號,2,倉庫,3,8,4
梅迪亞直轄領,爾提諾巴,爾提諾巴6-5號,2,加工坊,4,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-5號,2,服裝製作廠,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-5號,2,攻城武器製作廠,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-5號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-5號,2,殘月服裝製作廠,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴6-6號,3,倉庫,5,16,5.33
梅迪亞直轄領,爾提諾巴,爾提諾巴6-6號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴7-4號,4,倉庫,5,16,4
梅迪亞直轄領,爾提諾巴,爾提諾巴7-4號,4,精鍊廠,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴7-4號,4,造船廠,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴7-4號,4,風險資產管理所,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴7-4號,4,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴7-3號,3,倉庫,3,8,2.67
梅迪亞直轄領,爾提諾巴,爾提諾巴7-3號,3,加工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴7-3號,3,工具工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴7-3號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴7-2號,3,倉庫,2,5,1.67
梅迪亞直轄領,爾提諾巴,爾提諾巴7-2號,3,盔甲鍛造工坊,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴7-2號,3,木工藝工坊,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴7-2號,3,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴7-1號,2,倉庫,1,3,1.5
梅迪亞直轄領,爾提諾巴,爾提諾巴7-1號,2,魚加工廠,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴7-1號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴8-1號,2,倉庫,1,3,1.5
梅迪亞直轄領,爾提諾巴,爾提諾巴8-1號,2,精鍊廠,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴8-1號,2,魚加工廠,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴8-1號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴8-2號,2,倉庫,2,5,2.5
梅迪亞直轄領,爾提諾巴,爾提諾巴8-2號,2,船舶零件工坊,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴8-2號,2,家具工坊,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴8-2號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴8-3號,2,倉庫,3,8,4
梅迪亞直轄領,爾提諾巴,爾提諾巴8-3號,2,馬具製作工坊,2,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴8-3號,2,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴8-4號,4,倉庫,5,16,4
梅迪亞直轄領,爾提諾巴,爾提諾巴8-4號,4,盔甲鍛造工坊,5,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴8-4號,4,馬車零件工坊,3,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴8-4號,4,居住地,1,,0
梅迪亞直轄領,爾提諾巴,爾提諾巴9號,4,倉庫,4,12,3
奧迪爾利塔,奧德羅西亞,奧德羅西亞1號,2,倉庫,5,16,8
奧迪爾利塔,奧德羅西亞,奧德羅西亞1號,2,奧德羅西亞工坊,3,,0
奧迪爾利塔,奧德羅西亞,奧德羅西亞1號,2,居住地,1,,0
奧迪爾利塔,奧德羅西亞,奧德羅西亞2號,2,工具工坊,4,,0
奧迪爾利塔,奧德羅西亞,奧德羅西亞2號,2,居住地,1,,0
奧迪爾利塔,奧德羅西亞,奧德羅西亞3號,3,木材加工廠,2,,0
奧迪爾利塔,奧德羅西亞,奧德羅西亞3號,3,居住地,1,,0
奧迪爾利塔,奧德羅西亞,奧德羅西亞4號,4,加工坊,5,,0
奧迪爾利塔,奧德羅西亞,奧德羅西亞4號,4,居住地,1,,0
奧迪爾利塔,奧德羅西亞,奧德羅西亞5號,5,礦物加工廠,2,,0
奧迪爾利塔,奧德羅西亞,奧德羅西亞5號,5,居住地,1,,0
賽林迪亞自治領,海地爾城市,海地爾1-1號,1,倉庫,1,3,3
賽林迪亞自治領,海地爾城市,海地爾1-1號,1,殘月家具工坊,3,,0
賽林迪亞自治領,海地爾城市,海地爾1-1號,1,精鍊廠,1,,0
賽林迪亞自治領,海地爾城市,海地爾1-1號,1,居住地,1,,0
賽林迪亞自治領,海地爾城市,海地爾1-2號,1,倉庫,1,3,3
賽林迪亞自治領,海地爾城市,海地爾1-2號,1,宿舍,1,1,1
賽林迪亞自治領,海地爾城市,海地爾1-2號,1,精鍊廠,1,,0
賽林迪亞自治領,海地爾城市,海地爾1-2號,1,木材加工廠,1,,0
賽林迪亞自治領,海地爾城市,海地爾1-2號,1,居住地,1,,0
賽林迪亞自治領,海地爾城市,海地爾1-3號,2,倉庫,2,5,2.5
賽林迪亞自治領,海地爾城市,海地爾1-3號,2,手工藝工坊,2,,0
賽林迪亞自治領,海地爾城市,海地爾1-3號,2,工具工坊,2,,0
賽林迪亞自治領,海地爾城市,海地爾1-3號,2,居住地,1,,0
賽林迪亞自治領,葛利西村莊,葛利西1號1號室,1,倉庫,1,3,3
賽林迪亞自治領,葛利西村莊,葛利西1號1號室,1,宿舍,1,1,1
賽林迪亞自治領,葛利西村莊,葛利西1號1號室,1,木材加工廠,1,,0
賽林迪亞自治領,葛利西村莊,葛利西1號1號室,1,居住地,1,,0
賽林迪亞自治領,海地爾城市,海地爾1-4號,3,倉庫,3,8,2.67
賽林迪亞自治領,海地爾城市,海地爾1-4號,3,攻城武器製作廠,3,,0
賽林迪亞自治領,海地爾城市,海地爾1-4號,3,家具工坊,3,,0
賽林迪亞自治領,海地爾城市,海地爾1-4號,3,魚加工廠,1,,0
賽林迪亞自治領,海地爾城市,海地爾1-4號,3,居住地,1,,0
賽林迪亞自治領,海地爾城市,海地爾1-5號,3,倉庫,3,8,2.67
賽林迪亞自治領,海地爾城市,海地爾1-5號,3,宿舍,2,2,0.67
賽林迪亞自治領,海地爾城市,海地爾1-5號,3,加工坊,2,,0
賽林迪亞自治領,海地爾城市,海地爾1-5號,3,精鍊廠,2,,0
賽林迪亞自治領,海地爾城市,海地爾1-5號,3,船舶零件工坊,2,,0
賽林迪亞自治領,海地爾城市,海地爾1-5號,3,居住地,1,,0
賽林迪亞自治領,海地爾城市,海地爾2-1號1樓,1,倉庫,1,3,3
賽林迪亞自治領,海地爾城市,海地爾2-1號1樓,1,精鍊廠,1,,0
賽林迪亞自治領,海地爾城市,海地爾2-1號1樓,1,居住地,1,,0
賽林迪亞自治領,海地爾城市,海地爾2-1號2樓,1,倉庫,1,3,3
賽林迪亞自治領,海地爾城市,海地爾2-1號2樓,1,精鍊廠,1,,0
賽林迪亞自治領,海地爾城市,海地爾2-1號2樓,1,礦物加工廠,1,,0
賽林迪亞自治領,海地爾城市,海地爾2-1號2樓,1,居住地,1,,0
賽林迪亞自治領,海地爾城市,海地爾2-2號,3,倉庫,2,5,1.67
賽林迪亞自治領,海地爾城市,海地爾2-2號,3,手工藝工坊,2,,0
賽林迪亞自治領,葛利西村莊,葛利西1號2號室,2,倉庫,2,5,2.5
賽林迪亞自治領,海地爾城市,海地爾2-2號,3,船舶零件工坊,1,,0
賽林迪亞自治領,海地爾城市,海地爾2-2號,3,家具工坊,2,,0
賽林迪亞自治領,海地爾城市,海地爾2-2號,3,居住地,1,,0
賽林迪亞自治領,海地爾城市,海地爾2-3號1樓,2,倉庫,2,5,2.5
賽林迪亞自治領,海地爾城市,海地爾2-3號1樓,2,木工藝工坊,2,,0
賽林迪亞自治領,海地爾城市,海地爾2-3號1樓,2,加工坊,2,,0
賽林迪亞自治領,海地爾城市,海地爾2-3號1樓,2,居住地,1,,0
賽林迪亞自治領,海地爾城市,海地爾2-3號2樓,2,倉庫,3,8,4
賽林迪亞自治領,海地爾城市,海地爾2-3號2樓,2,精鍊廠,2,,0
賽林迪亞自治領,海地爾城市,海地爾2-3號2樓,2,服裝製作廠,2,,0
賽林迪亞自治領,海地爾城市,海地爾2-3號2樓,2,殘月服裝製作廠,1,,0
賽林迪亞自治領,海地爾城市,海地爾2-3號2樓,2,居住地,1,,0
賽林迪亞自治領,海地爾城市,海地爾3-1號1樓,1,倉庫,1,3,3
賽林迪亞自治領,海地爾城市,海地爾3-1號1樓,1,精鍊廠,1,,0
賽林迪亞自治領,海地爾城市,海地爾3-1號1樓,1,安全性資產管理所,1,,0
